XCoord	YCoord	V	A	T	DeltaV	DeltaA
568548.09	1860491.86	2366.400	0.0	1.400	301.858	0.515
568548.09	1860491.86	2366.400	0.0	1.500	301.858	0.515
568548.09	1860491.86	2630.530	-0.009	1.592	368.657	0.514
568548.09	1860491.86	2724.800	0.0	1.779	413.995	0.515
568548.09	1860491.86	2881.500	0.0	1.940	453.065	0.509
568548.09	1860491.86	5699.960	0.0	3.988	1512.6	0.52
568548.09	1861028.31	1821.340	0.0	0.000	197.948	0.103
568548.09	1861028.31	1868.735	0.0	0.100	210.712	0.111
568548.09	1861028.31	1922.592	0.0	0.200	225.217	0.12
568548.09	1861028.31	1976.450	0.001	0.300	239.723	0.13
568548.09	1861028.31	2030.307	0.001	0.400	254.228	0.139
568548.09	1861028.31	2084.165	0.001	0.500	268.733	0.148
568548.09	1861028.31	2138.863	0.001	0.600	283.237	0.206
568548.09	1861028.31	2193.841	0.001	0.700	297.742	0.281
568548.09	1861028.31	2248.819	0.0	0.800	312.247	0.356
568548.09	1861028.31	2303.797	0.0	0.900	326.751	0.43
568548.09	1861028.31	2358.775	0.0	1.000	341.256	0.505
568548.09	1861028.31	2366.400	0.0	1.100	343.268	0.515
568548.09	1861028.31	2366.400	0.0	1.200	343.268	0.515
568548.09	1861028.31	2366.400	0.0	1.300	343.268	0.515
568548.09	1861028.31	2366.400	0.0	1.400	343.268	0.515
568548.09	1861028.31	2366.400	0.0	1.500	343.268	0.515
568548.09	1861028.31	2814.400	0.0	1.820	460.205	0.529
568548.09	1861028.31	3259.110	0.0	2.196	617.808	0.517
568548.09	1861028.31	5598.990	0.0	3.944	1517.25	0.52
568548.09	1861497.7	1800.260	0.0	0.000	210.333	0.103
568548.09	1861497.7	1851.402	-0.004	0.100	221.51	0.111
568548.09	1861497.7	1909.518	-0.009	0.200	234.212	0.121
568548.09	1861497.7	1967.634	-0.014	0.300	246.913	0.13
568548.09	1861497.7	2025.750	-0.019	0.400	259.615	0.139
568548.09	1861497.7	2083.866	-0.024	0.500	272.316	0.149
568548.09	1861497.7	2128.876	-0.019	0.600	285.018	0.219
568548.09	1861497.7	2173.289	-0.015	0.700	297.719	0.291
568548.09	1861497.7	2217.702	-0.01	0.800	310.421	0.364
568548.09	1861497.7	2262.114	-0.006	0.900	323.123	0.437
568548.09	1861497.7	2306.527	-0.001	1.000	335.824	0.509
568548.09	1861497.7	2310.400	-0.001	1.100	336.932	0.515
568548.09	1861497.7	2310.400	-0.001	1.200	336.932	0.515
568548.09	1861497.7	2310.400	-0.001	1.300	336.932	0.515
568548.09	1861497.7	2310.400	-0.001	1.400	336.932	0.515
568548.09	1861497.7	2310.400	-0.001	1.500	336.932	0.515
568548.09	1861497.7	2635.200	0.006	1.554	405.372	0.528
568548.09	1861497.7	3206.400	0.0	2.192	648.485	0.518
568548.09	1861497.7	5379.200	0.0	3.978	1531.47	0.52
568145.75	1859754.24	1918.300	0.0	0.000	166.372	0.103
568145.75	1859754.24	1954.056	-0.003	0.100	176.117	0.107
568145.75	1859754.24	1991.303	-0.006	0.200	186.268	0.112
568145.75	1859754.24	2028.549	-0.009	0.300	196.419	0.117
568145.75	1859754.24	2065.795	-0.012	0.400	206.57	0.121
568145.75	1859754.24	2103.041	-0.015	0.500	216.721	0.126
568145.75	1859754.24	2144.941	-0.013	0.600	226.872	0.177
568145.75	1859754.24	2190.730	-0.008	0.700	237.023	0.267
568145.75	1859754.24	2236.520	-0.002	0.800	247.174	0.357
568145.75	1859754.24	2282.310	0.003	0.900	257.324	0.447
568145.75	1859754.24	2327.964	0.007	1.000	268.685	0.516
568145.75	1859754.24	2373.188	0.006	1.100	283.876	0.516
568145.75	1859754.24	2418.413	0.004	1.200	299.067	0.515
568145.75	1859754.24	2463.637	0.002	1.300	314.258	0.515
568145.75	1859754.24	2508.862	0.001	1.400	329.45	0.515
568145.75	1859754.24	2534.400	0.0	1.500	338.028	0.515
568145.75	1859754.24	2792.000	0.0	1.884	402.92	0.522
568145.75	1859754.24	3060.800	0.0	2.206	546.277	0.515
568145.75	1859754.24	5506.280	0.0	3.980	1389.5	0.52
568145.75	1860223.64	2064.000	0.0	0.000	176.83	0.109
568145.75	1860223.64	2096.760	-0.002	0.100	189.582	0.123
568145.75	1860223.64	2129.521	-0.003	0.200	202.334	0.137
568145.75	1860223.64	2162.281	-0.005	0.300	215.086	0.151
568145.75	1860223.64	2195.041	-0.007	0.400	227.838	0.165
568145.75	1860223.64	2228.552	-0.008	0.500	240.555	0.19
568145.75	1860223.64	2264.822	-0.006	0.600	253.143	0.259
568145.75	1860223.64	2301.093	-0.005	0.700	265.732	0.328
568145.75	1860223.64	2337.363	-0.003	0.800	278.321	0.396
568145.75	1860223.64	2373.634	-0.001	0.900	290.91	0.465
568145.75	1860223.64	2411.480	-0.0	1.000	303.535	0.516
568145.75	1860223.64	2453.520	-0.0	1.100	316.256	0.519
568145.75	1860223.64	2495.561	-0.0	1.200	328.977	0.522
568145.75	1860223.64	2537.601	-0.0	1.300	341.698	0.525
568145.75	1860223.64	2579.642	-0.0	1.400	354.42	0.528
568145.75	1860223.64	2590.400	-0.0	1.500	357.675	0.529
568145.75	1860223.64	2780.800	0.0	1.801	451.896	0.514
568145.75	1860223.64	2982.400	0.0	2.028	480.204	0.515
568145.75	1860223.64	3184.000	0.0	2.208	572.206	0.511
568145.75	1860223.64	5670.400	0.0	3.968	1393.32	0.52
568145.75	1861229.48	1808.220	0.0	0.000	200.23	0.103
568145.75	1861229.48	1860.681	-0.004	0.100	213.716	0.11
568145.75	1861229.48	1920.296	-0.008	0.200	229.042	0.118
568145.75	1861229.48	1979.911	-0.012	0.300	244.367	0.125
568145.75	1861229.48	2039.526	-0.015	0.400	259.692	0.133
568145.75	1861229.48	2097.809	-0.018	0.500	275.017	0.153
568145.75	1861229.48	2151.188	-0.014	0.600	290.343	0.222
568145.75	1861229.48	2204.567	-0.011	0.700	305.668	0.291
568145.75	1861229.48	2257.946	-0.008	0.800	320.993	0.36
568145.75	1861229.48	2311.325	-0.004	0.900	336.318	0.429
568145.75	1861229.48	2364.704	-0.001	1.000	351.643	0.498
568145.75	1861229.48	2377.600	0.0	1.100	355.346	0.515
568145.75	1861229.48	2377.600	0.0	1.200	355.346	0.515
568145.75	1861229.48	2377.600	0.0	1.300	355.346	0.515
568145.75	1861229.48	2377.600	0.0	1.400	355.346	0.515
568145.75	1861229.48	2377.600	0.0	1.500	355.346	0.515
568145.75	1861229.48	2702.400	0.0	1.637	445.259	0.515
568145.75	1861229.48	2814.400	0.002	1.817	477.589	0.518
568145.75	1861229.48	3307.200	0.0	2.208	619.187	0.518
568145.75	1861229.48	5816.000	0.0	3.973	1517.54	0.52
567810.47	1860223.64	2081.680	0.0	0.000	176.523	0.111
567810.47	1860223.64	2105.580	-0.004	0.100	189.975	0.125
567810.47	1860223.64	2129.479	-0.008	0.200	203.426	0.138
567810.47	1860223.64	2153.379	-0.013	0.300	216.878	0.151
567810.47	1860223.64	2177.278	-0.017	0.400	230.329	0.164
567810.47	1860223.64	2201.178	-0.021	0.500	243.781	0.177
567810.47	1860223.64	2234.557	-0.02	0.600	257.232	0.226
567810.47	1860223.64	2273.094	-0.015	0.700	270.684	0.293
567810.47	1860223.64	2311.631	-0.01	0.800	284.136	0.36
567810.47	1860223.64	2350.168	-0.006	0.900	297.588	0.428
567810.47	1860223.64	2388.705	-0.001	1.000	311.039	0.495
567810.47	1860223.64	2433.732	-0.002	1.100	324.491	0.517
567810.47	1860223.64	2481.451	-0.005	1.200	337.942	0.52
567810.47	1860223.64	2529.169	-0.007	1.300	351.394	0.523
567810.47	1860223.64	2576.888	-0.01	1.400	364.846	0.526
567810.47	1860223.64	2588.340	-0.011	1.500	368.074	0.526
567810.47	1860223.64	2993.600	0.0	2.002	496.069	0.515
567810.47	1860223.64	3228.800	0.0	2.187	585.839	0.51
567810.47	1860223.64	5558.400	0.0	3.963	1400.06	0.52
567810.47	1860760.08	2062.710	0.0	0.000	185.579	0.112
567810.47	1860760.08	2091.834	-0.002	0.100	199.221	0.118
567810.47	1860760.08	2120.958	-0.004	0.200	212.863	0.125
567810.47	1860760.08	2150.082	-0.006	0.300	226.505	0.132
567810.47	1860760.08	2179.206	-0.008	0.400	240.147	0.138
567810.47	1860760.08	2208.330	-0.009	0.500	253.789	0.145
567810.47	1860760.08	2245.408	-0.008	0.600	267.431	0.219
567810.47	1860760.08	2282.848	-0.006	0.700	281.073	0.296
567810.47	1860760.08	2320.289	-0.004	0.800	294.715	0.374
567810.47	1860760.08	2357.729	-0.002	0.900	308.357	0.451
567810.47	1860760.08	2397.299	0.0	1.000	322.038	0.515
567810.47	1860760.08	2447.257	0.0	1.100	335.912	0.518
567810.47	1860760.08	2497.215	0.0	1.200	349.786	0.521
567810.47	1860760.08	2547.172	0.0	1.300	363.66	0.524
567810.47	1860760.08	2597.130	0.0	1.400	377.533	0.526
567810.47	1860760.08	2609.120	0.0	1.500	380.863	0.527
567810.47	1860760.08	2668.800	0.0	1.594	422.684	0.515
567810.47	1860760.08	3023.340	0.0	2.000	518.535	0.511
567810.47	1860760.08	5727.100	0.0	3.964	1475.34	0.52
567810.47	1861229.48	1906.340	0.0	0.000	196.821	0.107
567810.47	1861229.48	1945.307	0.001	0.100	210.953	0.113
567810.47	1861229.48	1989.589	0.002	0.200	227.012	0.121
567810.47	1861229.48	2033.870	0.003	0.300	243.072	0.128
567810.47	1861229.48	2078.151	0.004	0.400	259.131	0.135
567810.47	1861229.48	2122.432	0.005	0.500	275.19	0.143
567810.47	1861229.48	2169.142	0.004	0.600	291.25	0.207
567810.47	1861229.48	2216.451	0.003	0.700	307.309	0.285
567810.47	1861229.48	2263.761	0.002	0.800	323.368	0.363
567810.47	1861229.48	2311.070	0.001	0.900	339.428	0.442
567810.47	1861229.48	2355.200	0.0	1.000	354.408	0.515
567810.47	1861229.48	2355.200	0.0	1.100	354.408	0.515
567810.47	1861229.48	2355.200	0.0	1.200	354.408	0.515
567810.47	1861229.48	2355.200	0.0	1.300	354.408	0.515
567810.47	1861229.48	2355.200	0.0	1.400	354.408	0.515
567810.47	1861229.48	2355.200	0.0	1.500	354.408	0.515
567810.47	1861229.48	2646.400	0.0	1.527	440.118	0.515
567810.47	1861229.48	2840.790	0.0	1.816	486.531	0.514
567810.47	1861229.48	3306.250	0.0	2.208	621.343	0.516
567810.47	1861229.48	5726.400	0.0	3.973	1500.03	0.52
567408.13	1859754.24	1968.620	0.0	0.000	160.799	0.103
567408.13	1859754.24	2002.779	0.003	0.100	168.18	0.11
567408.13	1859754.24	2047.724	0.006	0.200	177.893	0.12
567408.13	1859754.24	2092.670	0.01	0.300	187.605	0.129
567408.13	1859754.24	2137.616	0.013	0.400	197.318	0.139
567408.13	1859754.24	2182.562	0.017	0.500	207.03	0.148
567408.13	1859754.24	2221.889	0.016	0.600	217.109	0.21
567408.13	1859754.24	2258.160	0.012	0.700	227.386	0.301
567408.13	1859754.24	2294.430	0.009	0.800	237.663	0.391
567408.13	1859754.24	2330.700	0.005	0.900	247.941	0.481
567408.13	1859754.24	2344.000	0.004	1.000	251.709	0.514
567408.13	1859754.24	2344.000	0.004	1.100	251.709	0.514
567408.13	1859754.24	2344.000	0.004	1.200	251.709	0.514
567408.13	1859754.24	2344.000	0.004	1.300	251.709	0.514
567408.13	1859754.24	2344.000	0.004	1.400	251.709	0.514
567408.13	1859754.24	2344.000	0.004	1.500	251.709	0.514
567408.13	1859754.24	2870.400	0.0	1.949	401.466	0.51
567408.13	1859754.24	5754.500	0.0	3.968	1629.7	0.52
567408.13	1860223.64	2050.280	0.0	0.000	174.129	0.11
567408.13	1860223.64	2064.855	-0.0	0.100	183.701	0.116
567408.13	1860223.64	2084.032	-0.001	0.200	196.295	0.124
567408.13	1860223.64	2103.209	-0.002	0.300	208.889	0.131
567408.13	1860223.64	2122.387	-0.002	0.400	221.483	0.139
567408.13	1860223.64	2141.564	-0.003	0.500	234.077	0.146
567408.13	1860223.64	2174.073	-0.002	0.600	246.671	0.217
567408.13	1860223.64	2207.189	-0.002	0.700	259.265	0.291
567408.13	1860223.64	2240.305	-0.001	0.800	271.859	0.365
567408.13	1860223.64	2273.422	-0.0	0.900	284.453	0.438
567408.13	1860223.64	2308.732	0.0	1.000	298.06	0.497
567408.13	1860223.64	2351.751	0.0	1.100	315.224	0.501
567408.13	1860223.64	2394.770	0.0	1.200	332.389	0.505
567408.13	1860223.64	2437.788	0.0	1.300	349.554	0.51
567408.13	1860223.64	2480.807	0.0	1.400	366.719	0.514
567408.13	1860223.64	2489.600	0.0	1.500	370.227	0.515
567408.13	1860223.64	2944.600	0.0	1.948	458.717	0.512
567408.13	1860223.64	5536.000	0.0	3.963	1540.91	0.52
567408.13	1860760.08	2079.490	0.0	0.000	184.746	0.113
567408.13	1860760.08	2102.595	-0.002	0.100	200.076	0.122
567408.13	1860760.08	2125.700	-0.004	0.200	215.405	0.13
567408.13	1860760.08	2148.805	-0.006	0.300	230.735	0.139
567408.13	1860760.08	2171.910	-0.008	0.400	246.065	0.147
567408.13	1860760.08	2195.014	-0.01	0.500	261.395	0.156
567408.13	1860760.08	2228.038	-0.009	0.600	276.087	0.22
567408.13	1860760.08	2262.765	-0.007	0.700	290.671	0.293
567408.13	1860760.08	2297.492	-0.004	0.800	305.254	0.367
567408.13	1860760.08	2332.219	-0.002	0.900	319.837	0.441
567408.13	1860760.08	2366.400	0.0	1.000	334.191	0.513
567408.13	1860760.08	2366.400	0.0	1.100	334.191	0.513
567408.13	1860760.08	2366.400	0.0	1.200	334.191	0.513
567408.13	1860760.08	2366.400	0.0	1.300	334.191	0.513
567408.13	1860760.08	2366.400	0.0	1.400	334.191	0.513
567408.13	1860760.08	2366.400	0.0	1.500	334.191	0.513
567408.13	1860760.08	2590.400	0.0	1.580	431.248	0.517
567408.13	1860760.08	3042.410	0.0	2.000	529.505	0.512
567408.13	1860760.08	5623.170	0.0	3.964	1462.54	0.52
567408.13	1861229.48	1974.390	0.0	0.000	193.469	0.11
567408.13	1861229.48	2006.089	0.003	0.100	208.136	0.12
567408.13	1861229.48	2042.111	0.006	0.200	224.802	0.131
567408.13	1861229.48	2078.132	0.009	0.300	241.469	0.142
567408.13	1861229.48	2114.154	0.012	0.400	258.135	0.153
567408.13	1861229.48	2150.176	0.015	0.500	274.802	0.164
567408.13	1861229.48	2193.406	0.013	0.600	291.629	0.23
567408.13	1861229.48	2237.394	0.009	0.700	308.473	0.303
567408.13	1861229.48	2281.381	0.006	0.800	325.317	0.375
567408.13	1861229.48	2325.368	0.003	0.900	342.161	0.447
567408.13	1861229.48	2369.241	0.0	1.000	358.98	0.515
567408.13	1861229.48	2411.522	0.0	1.100	375.447	0.514
567408.13	1861229.48	2453.802	0.0	1.200	391.914	0.513
567408.13	1861229.48	2496.082	0.0	1.300	408.382	0.512
567408.13	1861229.48	2538.363	0.0	1.400	424.849	0.511
567408.13	1861229.48	2548.510	0.0	1.500	428.801	0.511
567408.13	1861229.48	2702.400	0.0	1.671	469.374	0.515
567408.13	1861229.48	2840.480	0.0	1.816	493.204	0.513
567408.13	1861229.48	5424.000	0.0	3.973	1482.43	0.52
567072.85	1859217.8	1975.100	0.0	0.000	158.607	0.103
567072.85	1859217.8	2011.808	0.0	0.100	167.565	0.11
567072.85	1859217.8	2060.108	0.0	0.200	179.353	0.119
567072.85	1859217.8	2108.408	0.001	0.300	191.14	0.129
567072.85	1859217.8	2156.708	0.001	0.400	202.928	0.138
567072.85	1859217.8	2205.009	0.001	0.500	214.715	0.147
567072.85	1859217.8	2246.145	0.001	0.600	226.503	0.214
567072.85	1859217.8	2286.528	0.001	0.700	238.291	0.288
567072.85	1859217.8	2326.912	0.0	0.800	250.078	0.361
567072.85	1859217.8	2367.295	0.0	0.900	261.866	0.435
567072.85	1859217.8	2407.679	0.0	1.000	273.653	0.508
567072.85	1859217.8	2411.200	0.0	1.100	274.681	0.515
567072.85	1859217.8	2411.200	0.0	1.200	274.681	0.515
567072.85	1859217.8	2411.200	0.0	1.300	274.681	0.515
567072.85	1859217.8	2411.200	0.0	1.400	274.681	0.515
567072.85	1859217.8	2411.200	0.0	1.500	274.681	0.515
567072.85	1859217.8	2881.600	0.0	1.974	417.195	0.517
567072.85	1859217.8	5860.940	0.0	3.960	1508.19	0.52
567072.85	1859754.24	1978.360	0.0	0.000	161.356	0.107
567072.85	1859754.24	2007.239	-0.0	0.100	170.885	0.115
567072.85	1859754.24	2045.237	-0.001	0.200	183.423	0.126
567072.85	1859754.24	2083.235	-0.001	0.300	195.961	0.136
567072.85	1859754.24	2121.234	-0.001	0.400	208.499	0.146
567072.85	1859754.24	2159.232	-0.002	0.500	221.037	0.157
567072.85	1859754.24	2196.902	-0.001	0.600	233.575	0.231
567072.85	1859754.24	2234.516	-0.001	0.700	246.112	0.317
567072.85	1859754.24	2272.130	-0.001	0.800	258.65	0.402
567072.85	1859754.24	2309.743	-0.0	0.900	271.188	0.488
567072.85	1859754.24	2354.056	-0.001	1.000	283.726	0.516
567072.85	1859754.24	2401.452	-0.003	1.100	296.264	0.517
567072.85	1859754.24	2448.848	-0.005	1.200	308.802	0.519
567072.85	1859754.24	2496.245	-0.007	1.300	321.339	0.52
567072.85	1859754.24	2543.641	-0.009	1.400	333.877	0.522
567072.85	1859754.24	2553.120	-0.009	1.500	336.385	0.522
567072.85	1859754.24	2852.880	0.0	1.948	406.908	0.51
567072.85	1859754.24	5659.200	0.0	3.968	1627.71	0.52
567072.85	1860223.64	2027.450	0.0	0.000	172.056	0.11
567072.85	1860223.64	2048.072	-0.002	0.100	182.653	0.117
567072.85	1860223.64	2075.205	-0.005	0.200	196.596	0.126
567072.85	1860223.64	2102.339	-0.007	0.300	210.539	0.134
567072.85	1860223.64	2129.473	-0.01	0.400	224.483	0.143
567072.85	1860223.64	2157.407	-0.012	0.500	238.426	0.159
567072.85	1860223.64	2191.769	-0.009	0.600	252.369	0.233
567072.85	1860223.64	2226.130	-0.007	0.700	266.312	0.308
567072.85	1860223.64	2260.491	-0.004	0.800	280.255	0.382
567072.85	1860223.64	2294.853	-0.002	0.900	294.199	0.457
567072.85	1860223.64	2330.609	0.0	1.000	308.142	0.515
567072.85	1860223.64	2371.264	0.0	1.100	322.085	0.515
567072.85	1860223.64	2411.919	0.0	1.200	336.029	0.516
567072.85	1860223.64	2452.574	0.0	1.300	349.972	0.516
567072.85	1860223.64	2493.230	0.0	1.400	363.915	0.516
567072.85	1860223.64	2512.000	0.0	1.500	370.353	0.516
567072.85	1860223.64	2918.760	0.0	1.948	450.388	0.51
567072.85	1860223.64	5502.400	0.0	3.968	1584.98	0.52
567072.85	1860760.08	2061.990	0.0	0.000	183.418	0.113
567072.85	1860760.08	2083.622	-0.004	0.100	198.823	0.119
567072.85	1860760.08	2105.254	-0.007	0.200	214.228	0.126
567072.85	1860760.08	2126.885	-0.011	0.300	229.633	0.133
567072.85	1860760.08	2148.517	-0.015	0.400	245.038	0.139
567072.85	1860760.08	2170.149	-0.019	0.500	260.443	0.146
567072.85	1860760.08	2197.428	-0.016	0.600	276.386	0.211
567072.85	1860760.08	2225.782	-0.012	0.700	292.431	0.287
567072.85	1860760.08	2254.137	-0.008	0.800	308.476	0.364
567072.85	1860760.08	2282.491	-0.004	0.900	324.52	0.44
567072.85	1860760.08	2311.079	0.0	1.000	340.565	0.515
567072.85	1860760.08	2354.260	0.0	1.100	356.61	0.515
567072.85	1860760.08	2397.441	0.0	1.200	372.655	0.515
567072.85	1860760.08	2440.622	0.0	1.300	388.7	0.515
567072.85	1860760.08	2483.803	0.0	1.400	404.745	0.515
567072.85	1860760.08	2512.000	0.0	1.500	415.222	0.515
567072.85	1860760.08	2582.780	0.0	1.580	433.626	0.515
567072.85	1860760.08	5692.800	0.0	3.978	1479.53	0.52
566670.52	1859217.8	1955.800	0.0	0.000	162.821	0.107
566670.52	1859217.8	1983.851	-0.001	0.100	172.934	0.116
566670.52	1859217.8	2020.761	-0.003	0.200	186.24	0.128
566670.52	1859217.8	2057.671	-0.005	0.300	199.547	0.141
566670.52	1859217.8	2094.581	-0.006	0.400	212.853	0.153
566670.52	1859217.8	2131.598	-0.008	0.500	226.16	0.165
566670.52	1859217.8	2182.157	-0.007	0.600	239.466	0.234
566670.52	1859217.8	2232.715	-0.005	0.700	252.773	0.303
566670.52	1859217.8	2283.274	-0.003	0.800	266.079	0.372
566670.52	1859217.8	2333.833	-0.002	0.900	279.385	0.44
566670.52	1859217.8	2384.391	-0.0	1.000	292.692	0.509
566670.52	1859217.8	2388.800	0.0	1.100	293.852	0.515
566670.52	1859217.8	2388.800	0.0	1.200	293.852	0.515
566670.52	1859217.8	2388.800	0.0	1.300	293.852	0.515
566670.52	1859217.8	2388.800	0.0	1.400	293.852	0.515
566670.52	1859217.8	2388.800	0.0	1.500	293.852	0.515
566670.52	1859217.8	2803.200	0.0	1.954	419.599	0.515
566670.52	1859217.8	5939.200	0.0	3.968	1551.46	0.52
566670.52	1859754.24	1990.850	0.0	0.000	163.494	0.109
566670.52	1859754.24	2024.733	-0.0	0.100	173.758	0.117
566670.52	1859754.24	2069.317	-0.001	0.200	187.264	0.128
566670.52	1859754.24	2113.900	-0.001	0.300	200.77	0.138
566670.52	1859754.24	2158.484	-0.001	0.400	214.275	0.149
566670.52	1859754.24	2203.067	-0.002	0.500	227.781	0.159
566670.52	1859754.24	2245.166	-0.001	0.600	241.046	0.223
566670.52	1859754.24	2286.838	-0.001	0.700	254.269	0.297
566670.52	1859754.24	2328.511	-0.001	0.800	267.492	0.37
566670.52	1859754.24	2370.183	-0.0	0.900	280.716	0.443
566670.52	1859754.24	2411.901	0.0	1.000	293.95	0.515
566670.52	1859754.24	2456.474	0.0	1.100	307.892	0.517
566670.52	1859754.24	2501.047	0.0	1.200	321.833	0.519
566670.52	1859754.24	2545.621	0.0	1.300	335.775	0.521
566670.52	1859754.24	2590.194	0.0	1.400	349.716	0.523
566670.52	1859754.24	2601.600	0.0	1.500	353.284	0.523
566670.52	1859754.24	2836.800	0.0	1.938	422.312	0.512
566670.52	1859754.24	5592.000	0.0	3.973	1589.41	0.52
566670.52	1860223.64	2016.650	0.0	0.000	172.52	0.112
566670.52	1860223.64	2051.021	-0.003	0.100	185.684	0.117
566670.52	1860223.64	2096.245	-0.007	0.200	203.005	0.123
566670.52	1860223.64	2141.469	-0.012	0.300	220.325	0.129
566670.52	1860223.64	2186.694	-0.016	0.400	237.646	0.136
566670.52	1860223.64	2231.918	-0.02	0.500	254.967	0.142
566670.52	1860223.64	2269.585	-0.019	0.600	272.288	0.186
566670.52	1860223.64	2304.740	-0.016	0.700	289.609	0.243
566670.52	1860223.64	2339.894	-0.013	0.800	306.93	0.299
566670.52	1860223.64	2375.049	-0.009	0.900	324.252	0.355
566670.52	1860223.64	2410.204	-0.006	1.000	341.573	0.411
566670.52	1860223.64	2445.358	-0.003	1.100	358.894	0.468
566670.52	1860223.64	2478.400	0.0	1.200	375.174	0.521
566670.52	1860223.64	2478.400	0.0	1.300	375.174	0.521
566670.52	1860223.64	2478.400	0.0	1.400	375.174	0.521
566670.52	1860223.64	2478.400	0.0	1.500	375.174	0.521
566670.52	1860223.64	2601.600	0.0	1.594	405.068	0.515
566670.52	1860223.64	2925.020	0.0	1.948	477.671	0.511
566670.52	1860223.64	5563.420	0.0	3.968	1584.45	0.52
566670.52	1860760.08	2027.850	-0.018	0.000	181.475	0.094
566670.52	1860760.08	2056.256	-0.016	0.100	197.492	0.1
566670.52	1860760.08	2084.662	-0.015	0.200	213.51	0.106
566670.52	1860760.08	2113.068	-0.013	0.300	229.527	0.113
566670.52	1860760.08	2141.474	-0.012	0.400	245.545	0.119
566670.52	1860760.08	2169.880	-0.01	0.500	261.562	0.126
566670.52	1860760.08	2199.480	-0.009	0.600	277.888	0.165
566670.52	1860760.08	2230.943	-0.006	0.700	294.698	0.257
566670.52	1860760.08	2262.407	-0.004	0.800	311.508	0.349
566670.52	1860760.08	2293.870	-0.002	0.900	328.317	0.441
566670.52	1860760.08	2321.600	0.0	1.000	343.132	0.522
566670.52	1860760.08	2321.600	0.0	1.100	343.132	0.522
566670.52	1860760.08	2321.600	0.0	1.200	343.132	0.522
566670.52	1860760.08	2321.600	0.0	1.300	343.132	0.522
566670.52	1860760.08	2321.600	0.0	1.400	343.132	0.522
566670.52	1860760.08	2321.600	0.0	1.500	343.132	0.522
566670.52	1860760.08	2612.800	0.0	1.565	428.13	0.514
566670.52	1860760.08	5401.600	0.0	3.973	1521.41	0.52
566268.18	1858748.4	1893.390	0.0	0.000	170.152	0.103
566268.18	1858748.4	1917.024	-0.0	0.100	179.453	0.111
566268.18	1858748.4	1946.566	-0.001	0.200	191.079	0.12
566268.18	1858748.4	1976.109	-0.001	0.300	202.705	0.13
566268.18	1858748.4	2005.651	-0.001	0.400	214.331	0.14
566268.18	1858748.4	2038.209	-0.002	0.500	225.956	0.159
566268.18	1858748.4	2086.338	-0.002	0.600	237.583	0.229
566268.18	1858748.4	2134.466	-0.002	0.700	249.209	0.299
566268.18	1858748.4	2182.594	-0.002	0.800	260.835	0.368
566268.18	1858748.4	2230.723	-0.003	0.900	272.461	0.438
566268.18	1858748.4	2278.851	-0.003	1.000	284.087	0.508
566268.18	1858748.4	2288.000	-0.003	1.100	286.297	0.521
566268.18	1858748.4	2288.000	-0.003	1.200	286.297	0.521
566268.18	1858748.4	2288.000	-0.003	1.300	286.297	0.521
566268.18	1858748.4	2288.000	-0.003	1.400	286.297	0.521
566268.18	1858748.4	2288.000	-0.003	1.500	286.297	0.521
566268.18	1858748.4	2814.400	0.0	1.945	439.309	0.518
566268.18	1858748.4	5838.400	0.0	3.968	1481.9	0.52
566268.18	1859486.02	1961.220	0.0	0.000	167.126	0.107
566268.18	1859486.02	1994.488	0.003	0.100	177.723	0.111
566268.18	1859486.02	2038.263	0.008	0.200	191.667	0.117
566268.18	1859486.02	2082.037	0.012	0.300	205.611	0.123
566268.18	1859486.02	2125.811	0.017	0.400	219.554	0.128
566268.18	1859486.02	2169.586	0.021	0.500	233.498	0.134
566268.18	1859486.02	2208.657	0.018	0.600	247.441	0.204
566268.18	1859486.02	2246.920	0.013	0.700	261.385	0.285
566268.18	1859486.02	2285.183	0.009	0.800	275.328	0.366
566268.18	1859486.02	2323.446	0.004	0.900	289.272	0.448
566268.18	1859486.02	2355.200	0.0	1.000	300.843	0.515
566268.18	1859486.02	2355.200	0.0	1.100	300.843	0.515
566268.18	1859486.02	2355.200	0.0	1.200	300.843	0.515
566268.18	1859486.02	2355.200	0.0	1.300	300.843	0.515
566268.18	1859486.02	2355.200	0.0	1.400	300.843	0.515
566268.18	1859486.02	2355.200	0.0	1.500	300.843	0.515
566268.18	1859486.02	2803.200	0.0	1.945	426.678	0.513
566268.18	1859486.02	5758.210	0.0	3.968	1582.43	0.52
566268.18	1860022.47	2004.550	0.0	0.000	170.424	0.108
566268.18	1860022.47	2029.635	-0.001	0.100	181.682	0.111
566268.18	1860022.47	2062.642	-0.003	0.200	196.495	0.116
566268.18	1860022.47	2095.649	-0.005	0.300	211.307	0.12
566268.18	1860022.47	2128.656	-0.006	0.400	226.12	0.124
566268.18	1860022.47	2161.662	-0.008	0.500	240.933	0.128
566268.18	1860022.47	2197.284	-0.007	0.600	255.746	0.198
566268.18	1860022.47	2233.181	-0.005	0.700	270.559	0.276
566268.18	1860022.47	2269.077	-0.003	0.800	285.372	0.353
566268.18	1860022.47	2304.973	-0.002	0.900	300.184	0.431
566268.18	1860022.47	2340.870	-0.0	1.000	314.997	0.508
566268.18	1860022.47	2344.000	0.0	1.100	316.289	0.515
566268.18	1860022.47	2344.000	0.0	1.200	316.289	0.515
566268.18	1860022.47	2344.000	0.0	1.300	316.289	0.515
